location_id,region_name,category_name,location_name,location_description
29,al-kareum,stay,하효일,"

도심의 일상에 지쳐 제주여행을 계획하는 사람이라면 '여유로움'보다 소중한 가치가 또 있을까요? 한라산 남쪽 앞자락에 위치한 하효마을은 제주에서 가장 따뜻한 마을이에요. 멀리 나서지 않아도 마을 내 다육이길을 따라 걷다보면 곳곳에서 제주의 향기를 만끽할 수 있답니다. 산책을 마쳤다면 ‹하효일›로 돌아와 마을이 한눈에 보이는 테라스에 앉아 광합성을 즐겨보는건 어떨까요? 제주의 여유란 이런 것임을 몸소 깨닫게 될거에요.

‹하효일›은 쉼이 필요한 이들에게 더없이 좋은 숙소인데요. 건물 내 두 개의 객실만 있는 프라이빗 스테이로, 한 층 전체가 한 객실이에요. 나와 연인, 가족과의 소중한 시간에만 집중할 수 있는 곳이에요. 눈길을 사로잡는 곳은 외부 테라스인데, 거실과 맞닿아 있어 몇 발자국만 옮기면 두 눈 가득 마을의 전경과 하늘 풍경을 함께 담을 수 있답니다. 1층에는 ‹오브제주›라는 카페가 있고, 인테리어가 감각적이고 음료도 훌륭해요. 한 곳에 머무르며 여유롭게 여행하기 원하는 분들은 추천드리고 싶어요.
“하효일은 조용한 제주마을 하효에 위치한 평범하지만 정겨운 우리네의 일상을 담고 싶었어요. 귤농사로 유명한 지역에 위치한 만큼, 하효일 주변에는 귤낭을 많이 볼 수 있답니다. 하효일의 마당엣도 볼 수 있어요. 시끌벅적한 일상에서 벗어나 나와 누군가와의 소중한 시간에 집중할 수 있는 공간이 필요하시다면 하효일에서 고즈넉한 마을 풍경을 벗삼아 일상을 돌아보는 시간을 가졉보세요.”

하효일
제주특별자치도 서귀포시 하효동 650
제주특별자치도 서귀포시 일주동로 8133 2,3F
우리 숙소의 특별한 점
• 하효에 위치한 조용한 프라이빗 스테이
• 숙소 내에 호스트가 직접 만든 가구와 소품들이 곳곳에 비치
이런 여행객에게 추천
• 도심에서 벗어나 제주에서 조용하고 편안한 휴식을 보내고 싶으신 분
• 제주 마을을 한눈에 담고 싶으신 분
• 프라이빗한 숙소 이용을 원하시는 분
알아두면 좋은 사항
• 1층에 카페 ‘오브제주’가 운영 중이에요.
• 거실과 연결된 넓은 테라스에서 마을 풍경과 바다를 보며 힐링 할 수 있어요.
"
30,al-kareum,stay,할망의뜰독채펜션,"

의귀리 한적한 마을 어귀, 의귀천 옆에 위치한 <할망(할머니)의 뜰 독채펜션>은 원래 제주 이주 후 주거를 전제로 지은 집이였는데, 별채로 생활 공간을 옮기고 독채 두 동을 객실로 제공하고 있어요. 그만큼 좋은 자재로 오랜 기간 정성들여 지은 집이라 내부 공간 안에는 가족의 취향과 이야깃거리가 듬뿍 담겨있어요. 넓은 온돌 거실과 부엌, 침실, 2층과 아늑한 다락방 침실까지 최대 8인까지 넉넉히 머무를 수 있는 공간이 마련되어 있고 반려동물과의 동행도 가능해요.
펜션 이름이 무색하지 않게 너른 정원 한쪽 편에는 정원사 자격증을 보유한 솜씨로 귤밭을 비롯해서 근사한 정원이 조성되어 있어요. 원래는 전체가 귤밭이었는데 비율을 조금씩 줄이고 틈틈이 가꿔가며 지금의 모습을 갖추었답니다. 정원 한 쪽에는 귤나무로 둘러싸인 튼실한 다이닝 룸이 설치되어 있어 이곳에서 바비큐를 비롯한 멋진 저녁 시간을 보낼 수도 있어요.
평소 정원 가드닝과 바이크 라이딩을 즐기는 낭만파라서 전체적으로 여유와 멋이 뚝뚝 넘칠거에요. 넉넉한 주차 공간부터 주변 산책길, 너른 마당과 정원, 내부 공간, 각종 편의 시설 등 모자람이 경험하실 수 있어요.
“할망의 뜰을 애워싼 동백과 앞정원을 휘감은 귤나무, 그리고 그 귤나무 속에 퐁당빠져있는 바베큐장겸 차실이 살아볼수록 정말 더 좋은곳이라고 느껴져요. 마음이 비워지고 머리가 비워지고 몸이 가벼워진답니다. 좋은 만남과 인연을 기다리고 있어요.”

할망의뜰독채펜션
제주특별자치도 서귀포시 남원읍 의귀리 755
제주특별자치도 서귀포시 남원읍 원님로 1-12
우리 숙소의 특별한 점
• 넓은 온돌과 거실 부엌으로 최대 8인까지 넉넉하게 머무를 수 있는 공간
• 반려동물이 동반 가능한 숙소
• 정원사 자격증을 보유한 주인장의 손길이 들어간 아름다운 정원
이런 여행객에게 추천
• 반려동물과 함께 제주 여행을 하고 싶으신 분
• 외부에 나가지 않아도 숙소 내에서 제주 정원을 즐기고 싶으신 분
• 가족끼리 단체로 제주 여행을 계획 중인 분
알아두면 좋은 사항
• 제주도 중앙쪽에 위치해서 어디로 출발하든지 금방 도착 할 수 있어요.
• 바베큐장은 바람이 많이 부는날에 안전 위험이 있어 사용이 불가해요.
• 바베큐 이용을 원하실 경우 하루전이나 숙소 예약시 같이 문의해 주셔야 해요.

"
31,al-kareum,stay,해와돌바라기펜션,"

제주여행을 꿈꾸는 사람이 많은 만큼 제주에는 각양각색의 숙소가 있죠. 화려하고 규모있는 곳도 좋지만, 예상치 못한 지점에서 감동을 주는 숙소들이 있을텐데요. 이를테면 조식으로 직접 기른 고수를 올린 쌀국수가 나온다던가, 우연히 올라가 본 옥상에서 절경이 펼쳐진다던가 하는 것들이요. 소소한 감동이 모여 행복이 되는 곳, <해와돌바라기 펜션>이에요.

우선, 위치가 좋아요. 특히 쇠소깍을 방문하는 이들이 많이 묵는 곳인데, 숙소에서 도보로 10분 차로 1분 정도면 갈 수 있어요. 명코스로 꼽히는 올레길 6코스와도 매우 가깝답니다. 주요 관광지와 떨어져 있지만 멀지도 않아 조용한 동시에 편리해요. 1층에는 라운지 겸 카페가 있어 아침에는 조식을, 낮 중에는 커피를 즐길 수도 있어요. 여름철에는 아이를 동반한 가족을 위해 유아용 풀장도 운영하고 있어요.

옥상 테라스는 꼭 들려보시길 추천드려요. 뒤쪽으로 한라산과 앞쪽으로 마을 전경이 펼쳐지거든요. 일출과 일몰 시간에 맞춰 오르면 인생사진을 찍을 수도 있답니다.
“저희 해와돌바라기 펜션은 제주 올레 5코스가 끝나는 지점과 쇠소깍 6코스가 시작되는 부근에 있어요. 과거의 끝과 새로운 시작이 공존하는 곳이라고 할 수 있죠. 이용하시는 분들에게는 직접 100% 무농약으로 재배한 고수로 베트남 쌀국수나 롤 샌드위치를 선택해서 제공해 드리고 있어요. 감귤이 열리는 시기에는 감귤 따기 체험과 무료 시식도 제공하고 있답니다. 와주시는 분들께 옥상 전망대는 꼭 올라가 보시길 추천 드리고 있어요. 바다와 한라산을 한눈에 볼 수 있답니다.”

해와돌바라기펜션
제주특별자치도 서귀포시 하효동 1068
제주특별자치도 서귀포시 쇠소깍로 209
우리 숙소의 특별한 점
• 올레길과 쇠소깍에 인접해 있는 좋은 위치의 숙소
• 한라산과 바다를 한눈에 볼 수 있는 옥상 전망대
• 라운지겸 카페가 있는 1층
이런 여행객에게 추천
• 제주 관광지를 가깝게 이용하고 싶으신 분
• 산과 바다를 한번에 볼 수 있는 전망대를 원하시는 분
• 숙소와 카페를 함께 이용하고 싶으신 분
알아두면 좋은 사항
• 1층에 있는 라운지 겸 카페는 투숙하지 않아도 이용 가능해요.
"
32,al-kareum,stay,호근정원,"

호근정원은 2022년에 지어진 2층 농어촌 민박으로 감귤밭과 바다를 모두 즐길 수 있는 공간이에요. 1층은 감귤밭 속 호근정원이라 불리고, 2층은 바다전망 호근정원이라고 합니다. 지친 일상에서 벗어나 자연을 벗 삼아 쉬었다 갈 수 있는 휴식처로 운영하고 있어요. 호근정원은 범섬이 잘 보이고, 달콤한 귤들이 자라는 호근마을에 위치해 있어요. 가을에는 한치, 갈치잡이 배들의 별빛을 멀리서 볼 수 있고, 겨울에는 소나무와 귤 나무를 구경할 수 있어요.
""육지에서 살다가 제주도에 내려와서 제주 올레에서 3년 정도 근무한 적이 있어요. 제주 올레 여행자 센터 운영을 하다가 제가 직접 휴식공간을 운영해 보고 싶어서 호근동 위치의 건물들을 찾아보게 되었습니다. 원래 호근정원은 게스트하우스로 운영하던 곳이었습니다. 새로 건물을 짓고 공간을 만들면서 제주도의 환경 보호에 대한 절실함도 갖게 되었습니다. 게스트분들께 제주의 자연을 보존 하고픈 저의 마음을 조금씩 전하고 있습니다.""

호근정원
제주특별자치도 서귀포시 호근동 1405-4
제주특별자치도 서귀포시 호근남로 82
우리 숙소의 특별한 점
• 숲세권 정원. 숲세권 한가운데 있어서 맑은 공기와 청량한 풍경을 자랑해요.
• 감귤밭에 풍덩. 시내와 가깝기도 하지만 사면이 감귤밭으로 둘러싸여 있어요.
• 감귤밭 체험. 11월에서 1월 사이에 달콤한 감귤을 직접 따보세요.
• 노천탕. 가족과 함께 여행의 피로를 풀어보세요.
이런 여행객에게 추천
• TV 없이 그동안 나누지 못했던 대화를 나누고 싶으신 분
• 아침 올레길 산책과 돌담의 능소화와 감귤꽃을 따라 걷고 싶은 분
• 밤별 감상과 바다를 즐기기를 원하시는 분
알아두면 좋은 사항
• 많은 사람들이 오고 가는 공간임만큼 공유의 공간임을 인식하고 아꼈으면 좋겠습니다.
• 13세 미만은 받지 않는 노키즈존입니다.
• 여행객들이 텀블러 한 개와 장바구니 하나를 준비해 오시면 좋겠습니다.
• 1층 숙소를 예약하시는 손님에게는 제주 샘주(전통주)를 제공하고 있습니다.
"
0,al-kareum,entertainment,감귤박물관,"

감귤 박물관은 제주 특산물인 감귤을 테마로 감귤의 역사와 품종, 재배 방법, 세계 감귤 모습 등 다양한 패널과 영상으로 구성하여 전시된 국내 최초 개관한 1종 공립 전문 박물관입니다.
주요 시설로는 감귤 박물관(2,315㎡), 세계 감귤 재배 유리온실(2,471㎡), 감귤 체험학습장(2,736㎡), 아열대 식물원(1,650㎡), 기획전시실(97㎡) 등이 있지요.

감귤의 역사와 다양한 매력을 만나보세요!
박물관 내부에는 조선 시대부터 이어지는 감귤의 역사, 다양한 감귤의 종류부터, 감귤의 생태 등 다양한 각도와 관점에서 감귤을 이해할 수 있는 콘텐츠를 제공합니다. 그 밖에도 아이들이 좋아하는 감귤밭에서 사진 찍기, 감귤 향기 맡기, 감귤 따기 체험(겨울 시즌 한정) 등을 할 수 있어, 아이들을 동반한 가족 단위 여행객에게 추천되는 명소 중 한 곳입니다.
감귤박물관
제주 귤의 모든 것
제주특별자치도 서귀포시 신효동 1200-6
제주특별자치도 서귀포시 효돈순환로 441
매일 09:00 ~ 18:00
연중무휴
064-767-3010
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
1,al-kareum,entertainment,달무지개,"

<달무지개>는 올레길 4코스의 유일한 기념품샵입니다. 돌담 따라 걷다 보면 보통의 집들 사이 샛분홍색의 지붕이 보입니다. 올망졸망한 글씨로 쓰인 입간판을 지나 돌벽에 나 있는 창문을 엿보면, 여럿이 모여 복작복작 무언가를 만드는 풍경을 볼 수 있지요.

이곳은 제주도 돌 창고를 개조하여 만든 소품샵입니다. 돌벽 사이로 삐뚤빼뚤 창들이 나 있고 조명은 은은하게 공간 곳곳에 놓인 소품들을 비춥니다. 아기자기한 공예품들은 제주를 주제로 하고 있으며, 개중에는 이곳 주인이 직접 그리고 만들기도 했습니다. 사랑스러운 손글씨로 쓰인 미니 깃발은 들어올 때도, 나설 때도 시선을 사로잡습니다.

<달무지개>는 공방이기도 합니다. 오일파스텔부터 아크릴화, 나이프페인팅 등 각종 원데이클래스와 정규수업이 열립니다. 특히 제주 돌담 액자 만들기는 인기가 많은 클래스로, 클레이와 현무암들로 제주의 풍경을 만들고 직접 손글씨를 써서 액자를 만듭니다.

여행 중에 잊고 싶지 않은 순간들이 꼭 있습니다. 사진으로 충분하지 않다고 느낄 때, 직접 그 풍경을 액자로 만들고 오래오래 간직해보는 건 어떨까요?
달무지개
제주특별자치도 서귀포시 남원읍 신흥리 271-4
제주특별자치도 서귀포시 남원읍 신흥앞동산로35번길 9
매일 11:00 ~ 18:00
매주 수요일 정기휴무
0507-1302-3841
"
2,al-kareum,entertainment,돈내코유원지,"

계곡 양편이 난대 상록수림으로 울창하게 덮여 있고 높이 5m의 원앙폭포 (돈내코 입구에서 1.5km)와 작은 못이 있어 경치가 매우 좋습니다.

제주의 계곡을 즐겨보세요.
제주의 백중날(음력 7월 15일)에는 닭 요리와 함께 물맞이를 하는 풍습이 있는데, 이날 물을 맞으면 모든 신경통이 사라진다는 이야기가 전해 내려옵니다. 돈내코는 백중날 사람들이 가장 많이 찾는 물맞이 장소 중 하나입니다. 돈내코라는 이름의 유래가 궁금하시죠? 예로부터 이 지역에 멧돼지가 많이 출몰하여 돗드르라 하며 돗드르는 지금의 토평 마을의 지명 유래가 되었지요. '돌'은 돼지, '드르'는 들판, '코'는 입구를 내는 하천을 가리키는 제주어입니다. 멧돼지들이 물을 먹었던 내의 입구라 하여 돈내코라 불립니다.
돈내코유원지
돼지豚 들이 물을 먹던 내川의 입구
제주특별자치도 서귀포시 상효동 1460
제주특별자치도 서귀포시 돈내코로 120
연중무휴
064-733-1584
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
3,al-kareum,entertainment,머체왓숲길,"

‘머체왓’이란 단어는 제주도민에게도 낯섭니다. ‘머체’는 돌이 쌓이고 잡목이 우거진 곳, ‘왓’은 제주어로 ‘밭’을 의미합니다. 따라서 머체왓숲길이란 ‘돌과 나무가 한껏 우거진 숲길’이란 뜻입니다. 언뜻 봐서는 사람 다닐 길이 있을까 싶은 정도의 원시림을 간직한 머체왓숲은 산 중턱 목장과 제주에서 세 번째로 긴 서중천 계곡을 따라 두 개의 탐방 코스로 나뉩니다. 주차장 입구에 설치된 안내판에서 소롱콧길(6.3km, 2시간 20분)과 머체왓숲길(6.7km, 2시간 30분) 코스를 확인할 수 있지요. 머체왓숲길 코스 중간쯤에는 제방 남기원 쉼터, 전망대에서는 마을을 한눈에 볼 수 있는 망원경도 있습니다.

소롱콧길 코스 삼나무숲에는 40~50년 전 주민들이 실제 거주했던 머쳇골 옛집 터를 볼 수 있고, 코스 초입에 펼쳐진 꽃밭에는 한라산이 보이며 선 커다란 느티나무에 포토존은 탐방객의 발길을 멈추게 합니다. 특히, 머체왓숲에는 건강 약재(꾸지뽕나무, 황칠나무, 청미래덩굴, 예덕나무, 편백나무열매, 계피, 감초, 진피)가 많은데 코스를 한 바퀴 시원하게 완주한 탐방객을 위해 머체왓숲길 건강체험장에서는 직접 건조하고 우려낸 건강 약재 차와 귤 효소 차와 함께 편백 족욕을 체험할 수 있는 프로그램을 운영 중입니다. 창밖의 하늘 바라보며 지친 발을 씻고 약재에 구운 달걀까지 한입 먹고 나면 머리부터 발끝까지 치유 받은 기분에 몸이 날아갈 듯 가볍습니다.

머체왓숲길
봄여름가을겨울 언제가도 좋은
제주특별자치도 서귀포시 남원읍 한남리 1622-3 머체왓방문객센터
제주특별자치도 서귀포시 남원읍 서성로 755
매일 09:00 ~ 18:00
연중무휴
0507-1327-3113
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
4,al-kareum,entertainment,쇠소깍,"

쇠소깍은 한라산에서 흘러온 물줄기와 바닷물이 만나 형성된 깊은 웅덩이입니다. 양쪽 벽으로 돌덩이가 병풍처럼 둘러서 있고, 그 위로 숲이 우거져있습니다. 물은 바다색인데 풍경을 보면 계곡과 닮아있어 묘한 기분이 들지요.

쇠소깍은 제주올레 5코스와 6코스를 연결하는 곳이어서 올레꾼들이 많이 찾습니다. 산책로를 따라 내려가면 검은 모래로 유명한 쇠소깍 해변에 이르는데요. 검은 모래와 절벽에서 바다로 이어지는 분위기가 제주의 여타의 해변과는 다른 신비한 매력을 느낄 수 있게 합니다.

수상 레저는 이 절경을 만끽할 수 있는 방법의 하나입니다. 여유롭게 풍경을 감상하길 원한다면 카약이나 조각배를, 바다가 만들어낸 물보라를 온몸으로 즐기고 싶다면 제트보드를 추천합니다.
쇠소깍
민물과 바다가 만나는 곳
제주특별자치도 서귀포시 하효동 990-1
제주특별자치도 서귀포시 쇠소깍로 104
연중무휴
064-732-1562
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
5,al-kareum,entertainment,숨도(구 석부작박물관),"

제주만이 가진 천혜의 자원 중 하나인 현무암은 화산활동을 통해 크고 작은 구멍이 뚫려 있는 것이 특징입니다. 이러한 현무암 위에 풍란과 야생화를 착근시켜 하나의 예술품으로 만들어 낸 것이 석부작이지요. 시간이 지남에 따라 초록의 생명이 구멍마다 고인 물기를 머금고 뿌리를 내리며 자라는 모습이 절로 탄성을 자아냅니다. 투박한 돌덩이를 초록의 뿌리가 굽이굽이 휘어 감으며 껴안아가는 과정은 자연만이 줄 수 있는 생명의 감동입니다.

자연이 주는 기운과 함께 사색의 시간을 가져 보세요.
이곳 숨도(구 석부작박물관)는 풍란을 비롯해 복수초와 고란초, 죽백란, 만년석송, 한라구름채, 돌단풍 등 제주에서만 유일하게 볼 수 있는 야생화들과 분재 작품들로 최대한 인공적인 멋을 배제하여 들판과 오름에서 느낄 수 있는 야생 생물들의 생명력을 고스란히 품어 안고 있습니다.
숨도(구 석부작박물관)
용암석과 야생화가 전하는 제주 생태 이야기
제주특별자치도 서귀포시 호근동 569-2
제주특별자치도 서귀포시 일주동로 8941
매일 08:00~18:00
매장 및 부대시설 이용 17:30
연중무휴
064-739-5588
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
6,al-kareum,entertainment,옷귀마테마타운,"

제주마의 본향, 의귀리에 위치한 ‘옷귀테마타운’입니다. 의귀리의 옛 지명인 ‘옷귀’를 이름으로 정하고, 마을영농조합법인을 설립해 마을의 공동사업으로 이끄는 옷귀테마타운은 서귀포시 남원읍 의귀리 의귀마을 공동목장 내에 위치합니다. 이곳은 승마장, 승마 체험관, 승마교육실, 자료전시관, 대마장 등의 시설을 갖추고 있습니다.

테마타운에서 체험할 수 있는 다양한 프로그램 중 가장 특별한 프로그램은 바로 승마 체험이있습니다. 제주도 내 다양한 승마체험장이 있지만, 제주의 자연 속에서 관광객들, 도민들이 편하게 체험을 즐길 수 있는 곳은 드물지요. 이곳에서의 승마 체험이 더욱 특별한 이유는 단순히 말 위에 올라 승마 체험을 하는 것이 아닌, 말과 함께 걷고 호흡하며, 말과 교감하며 공존하는 과정을 더 중요하게 생각한다는 것입니다. 또한, 600m를 천천히 걸으며 체험하는 체험 승마, 1시간 승마 프로그램인 강습 승마, 10.5km 거리의 자연숲을 달리는 외승 승마 등 초급자부터 중급자까지 모두가 즐길 수 있는 다양한 프로그램이 운영되고 있습니다.

사람, 자연, 역사가 하나 됨을 느껴봅시다.
매년 청명한 가을이면, 옷귀테마타운을 중심으로 ‘헌마공신 김만일의 고향’이란 주제로 ‘제주 의귀 말 축제’가 열려 많은 사람이 이곳을 방문합니다. 제주마의 가치와 제주의 공동체문화가 함께 공존하는 중산간 마을이 의귀리입니다. 드넓게 펼쳐진 푸른 초원, 피톤치드 가득한 편백나무숲과 비자나무숲을 간직한 제주마의 본향 의귀리 옷귀테마타운에서 말과 교감하며, 자연이 주는 고마움을 느끼는 시간을 가져봅시다.
옷귀마테마타운
말과 함께 편백나무 숲으로
제주특별자치도 서귀포시 남원읍 한남리 1631-1
제주특별자치도 서귀포시 남원읍 서성로 955-117
매주 09:00~17:00
점심 11:50 ~ 13:00
매주 월요일 정기휴무
064-764-9771
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
7,al-kareum,entertainment,제주동백마을 농촌체험,"

500여 명 주민들 대부분이 감귤 농사를 지으며 오손도손 살아가던 중, 2007년 주민들이 스스로 마을을 동백마을이라 칭하며 마을을 가치 있게 탈바꿈하는 작업을 시작했습니다. 이후 동백기름을 만들고 납품하기도 하고, 다양한 <동백마을 농촌 체험>도 자체적으로 제작하고 운영하고 있습니다.

자연과 함께 공존하는 삶을 만끽해보세요.
제주 토종 동백나무에서 얻어진 동백을 이용한 비누 만들기부터, 공예 체험, 동백숲 탐방 등 다양한 프로그램이 준비되어 있습니다. 동백 음식 체험은 마을 주민들이 직접 생산한 식용 동백기름의 제조 과정 등에 대한 설명을 듣고, 식용 동백기름을 이용해 조리한 다양한 동백요리를 먹어보는 프로그램이 구성되어있지요. 주민들이 직접 채취한 제주 고사리와 동백기름이 첨가된 동백 고사리 파스타, 동백기름으로 양념한 톳을 넣어 지은 톳 밥 등을 맛볼 수 있어 제주의 향기를 미각 후각으로 느낄 수 있는 즐거운 시간입니다. 체험 프로그램은 사전 예약이 필수입니다.
제주동백마을 농촌체험
제주특별자치도 서귀포시 남원읍 신흥리 1756-1 신흥2리복지타운
제주특별자치도 서귀포시 남원읍 중산간동로 5807
평일 09:00 ~ 17:00
점심 12:00 ~ 13:00
매주 토요일, 일요일 정기휴무
064-764-8756
"
8,al-kareum,entertainment,제주동백수목원,"

제주동백수목원은 사철 푸른 동백과 철따라 지저귀는 이름 모를 새, 풍요로움이 가득한 감귤원과 함께 남국의 정취를 느끼게 합니다. 동백나무꽃은 이른 봄에 붉은색 꽃이 피는데 매우 아름다우며, 꽃이 피는 시기에 따라 춘백, 추백, 동백으로 부릅니다.

제주동백수목원은 위미동백군락지 근처에 위치하고 있는데, 동백꽃 뿐만 아니라 일정하게 둥근 형태를 띈 수형도 아름다워 제주를 방문하시는 분들의 많은 사랑을 받고 있습니다. 사유지여서 잘 알려지지 않았지만 최근에는 입장료를 받고 사진 촬영을 허가해주고 있습니다.
제주동백수목원
사철 푸른 동백과 철따라 지저귀는 새들
제주특별자치도 서귀포시 남원읍 위미리 929-4
제주특별자치도 서귀포시 남원읍 태위로 288
매일 9:30~17:00
발권마감 17:00
연중무휴
064-764-4473
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
9,al-kareum,entertainment,제주펫,"
Restaurant Information
㈜제주펫은 청정한 자연 환경을 지니고 있는 제주를 우리가 사랑하는 반려동물들과 함께 공유하고 다양한 방법으로 선물하는 것을 목표로 2018년 설립되었습니다. 그리고 이를 위해 우선 100% 제주산 휴먼그레이드 원료만을 사용하고, 어떠한 인공 첨가제도 사용하지 않는 진짜 프리미엄 간식을 제주어멍들과 함께 ‘한땀 한땀’ 만들고 있습니다. 특히 반려동물과 함께 뛰어 놀 수 있는 반려동물 동반 카페인 제주펫에서는 저희가 직접 만든 프리미엄 수제간식, 츄르형 간식은 물론 반려동물을 위한 말고기 토핑 펫푸치노, 제주기업에서 만든 다양한 반려동물 용품 등을 만나보실 수 있습니다.
""안녕하세요. 홍진수라고 합니다. 제주가 아닌 육지에서 지낼 때는 반려동물을 키우지 않았고, 그래서 반려동물에 대해 잘 몰랐었어요. 직업도 반려동물과는 전혀 관계 없는 일을 했었구요. 제주를 향한 여행과 캠핑의 횟수가 더해갈 수 록 더 늦기전에 제주에서 살아보고 싶다 라는 생각이 강해졌어요. 아이들을 설득해 제주로 이주하게 된 지 대략 9년정도 된 것 같네요. 제주에 자리 잡은 후 강아지와 고양이를 우연히 키우게 되었고, 키우다 보니 제주의 좋은 재료를 같이 먹으면 좋겠다 싶어 반려동물 간식 만드는 일을 시작하게 되었습니다. 남원 신흥리에 자리를 잡게 된 것도 정말 우연이였던 것 같아요. 주변 지인의 소개로 신흥리라는 마을을 알게 되었고 고즈넉하고 조용한 마을, 오래된 설촌의 느낌이 참 좋았습니다.""
제주펫
제주특별자치도 서귀포시 남원읍 신흥리 1759-3
제주특별자치도 서귀포시 남원읍 한신로531번길 22-3
매일 10:00 ~ 18:00
매월 넷째 주 일요일 휴무
064-764-7888
우리가게의 특별한 점
• 남원읍 신흥2리는 동백마을로 300년된 설촌입니다. 마을 안에 아주 오래된 동백
군락지가 있는데요. 데크로 되어있어 산책하기 좋아요.
• 산책하는 동안 정말 오래되어 거대한 나무들을 보실 수 있답니다.
• 우리 동네에는 작은 잔디마당이 있어 아이들과 함께 뛰어 놀 수 있어요.
베스트 추천 메뉴
• 제주의 대표적인 특산물인 말고기육포, 흑돼지안심육포 등의 육포류
• 고기와 제주야채를 혼합하여 만든 바삭아삭한 흑돼지고구마칩, 말고기구좌당근칩
• 제주의 귀한 생선인 옥돔과 참돔, 광어로 만든 츄르형 간식인 짜요와 같은 간식
• 펫밀크와 락토프리 우유로 만든 거품 가득 펫푸치노
알아두면 좋은 사항
• 반려동물 동반 가능한 카페입니다.
• 아이들도 이용 가능합니다. 오래 있어도 눈치 보지 않아도 되는 공간이에요.
• 제주에서 반려동물 용품을 만들고 있는 기업들의 제품들도 함께 보실 수 있습니다.
"
10,al-kareum,entertainment,최남단체험감귤농장(가뫼물),"

제주 여행에서 감귤을 빼놓을 수 있을까요?
겨울이 아니어도, 나무에 열린 감귤을 볼 수 있는 곳이 있는데요. 서귀포시 남원읍에 있는 제주 농촌 생태 체험농장 ‘가뫼물’이 그곳입니다. 곶자왈 물이 모이고 모여 큰 웅덩이 물이 생기고, 그 물을 옛 제주인들은 마시면서 밭 일을 했습니다. 이 물은 주위에 사는 동물과 가축에게도 없어서는 안 될 중요한 생명수였다고 전해지지요. 날이 아무리 가물어도 항상 물이 흐르고 마르지 않는 샘이라고 하여 붙여진 이름이 바로 ‘가뫼물’입니다.

가뫼물은 2만 평 부지에 품종 다양화를 통해 언제든 감귤을 딸 수 있도록 1년 내내 감귤 따기 체험이 가능한 프로그램을 운영합니다. 그뿐만 아니라, 가뫼물을 찾은 어린아이들이 농촌 생활에서 접할 수 있는 곤충과 가축에게 직접 먹이를 주고 관찰해 볼 수 있는 환경을 제공합니다. 나비와 오리, 토끼는 물론 파충류, 타조, 라쿤, 알파카까지 아이들은 가뫼물에 사는 동물과 교감할 수 있습니다.

봄에는 한라봉, 진지향, 청견, 여름에는 카라향, 블루베리, 난방 하우스감귤, 가을에는 극조생 노지감귤, 겨울에는 노지감귤을 직접 따서 마음껏 먹어볼 수 있는 가뫼물에서는 감귤 피자, 감귤잼, 감귤 비누, 감귤 초콜릿 칩 만들기 등 가족 참여형 체험 프로그램도 운영합니다. 이 외에도 농촌교육농장에서 전문 강사의 지도 아래 초중고교 실습 현장 교육 프로그램도 진행하고 있습니다.

또 하나, 가뫼물에서 체험할 수 있는 즐거움은 넓은 농장을 위에서 내려다보며 둘러볼 수 있는 모노레일 탑승입니다. 모노레일을 타고 이동하는 중간에는 손으로 직접 로즈메리향을 맡아 볼 기회도 있고, 감귤농장 야생에서 뛰어다니는 오리와 새끼 돼지들에게 먹이 주는 체험도 쏠쏠한 재밋거리입니다.
최남단체험감귤농장(가뫼물)
제주농촌생태체험농장
제주특별자치도 서귀포시 남원읍 남원리 2140-6
제주특별자치도 서귀포시 남원읍 남위남성로 168
매일 09:00 ~ 18:00
연중무휴
064-764-7111
아래  지도를  클릭하면  구글맵으로    편리하게   확인 할 수 있습니다.
여기에 있어요
"
